Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Total_Acessos,Porcentaje_ADSL,Porcentaje_Cablemodem,Porcentaje_Fibra óptica,Porcentaje_Wireless,Porcentaje_Otros,Accesos trimestre anterior
2015,1,Jujuy,31505.0,5048.0,22.0,0.0,36.0,36611.0,36611.0,86.05%,13.79%,0.06%,0.00%,0.10%,22.0
2015,2,Jujuy,32183.0,5482.0,22.0,0.0,35.0,37722.0,37722.0,85.32%,14.53%,0.06%,0.00%,0.09%,22.0
2015,3,Jujuy,32598.0,6895.0,22.0,0.0,35.0,39550.0,39550.0,82.42%,17.43%,0.06%,0.00%,0.09%,22.0
2015,4,Jujuy,32934.0,6933.0,22.0,0.0,35.0,39924.0,39924.0,82.49%,17.37%,0.06%,0.00%,0.09%,22.0
2016,1,Jujuy,33481.0,6751.0,22.0,0.0,35.0,40289.0,40289.0,83.10%,16.76%,0.05%,0.00%,0.09%,22.0
2016,2,Jujuy,33758.0,7374.0,22.0,0.0,35.0,41189.0,41189.0,81.96%,17.90%,0.05%,0.00%,0.08%,22.0
2016,3,Jujuy,34250.0,8236.0,22.0,0.0,30.0,42538.0,42538.0,80.52%,19.36%,0.05%,0.00%,0.07%,22.0
2016,4,Jujuy,33838.0,8731.0,22.0,0.0,34.0,42625.0,42625.0,79.39%,20.48%,0.05%,0.00%,0.08%,22.0
2017,1,Jujuy,33869.0,9278.0,22.0,0.0,34.0,43203.0,43203.0,78.40%,21.48%,0.05%,0.00%,0.08%,22.0
2017,2,Jujuy,33742.0,8858.0,22.0,0.0,35.0,42657.0,42657.0,79.10%,20.77%,0.05%,0.00%,0.08%,22.0
2017,3,Jujuy,33796.0,9395.0,20.0,23.0,8.0,43242.0,43242.0,78.16%,21.73%,0.05%,0.05%,0.02%,22.0
2017,4,Jujuy,33844.0,9626.0,20.0,28.0,34.0,43552.0,43552.0,77.71%,22.10%,0.05%,0.06%,0.08%,20.0
2018,1,Jujuy,33856.0,10456.0,23.0,28.0,43.0,44406.0,44406.0,76.24%,23.55%,0.05%,0.06%,0.10%,20.0
2018,2,Jujuy,33571.0,10856.0,23.0,640.0,43.0,45133.0,45133.0,74.38%,24.05%,0.05%,1.42%,0.10%,23.0
2018,3,Jujuy,33363.0,10856.0,32.0,641.0,43.0,44935.0,44935.0,74.25%,24.16%,0.07%,1.43%,0.10%,23.0
2018,4,Jujuy,33248.0,12484.0,153.0,640.0,43608.0,90133.0,90133.0,36.89%,13.85%,0.17%,0.71%,48.38%,32.0
2019,1,Jujuy,33248.0,12484.0,153.0,640.0,43622.0,90147.0,90147.0,36.88%,13.85%,0.17%,0.71%,48.39%,153.0
2019,2,Jujuy,33022.0,30742.0,274.0,812.0,21857.0,86707.0,86707.0,38.08%,35.46%,0.32%,0.94%,25.21%,153.0
2019,3,Jujuy,33110.0,35742.0,274.0,812.0,16638.0,86576.0,86576.0,38.24%,41.28%,0.32%,0.94%,19.22%,274.0
2019,4,Jujuy,32949.0,37604.0,873.0,814.0,16641.0,88881.0,88881.0,37.07%,42.31%,0.98%,0.92%,18.72%,274.0
2020,1,Jujuy,32066.0,38938.0,3078.0,942.0,16641.0,91665.0,91665.0,34.98%,42.48%,3.36%,1.03%,18.15%,873.0
2020,2,Jujuy,32705.0,38938.0,5057.0,952.0,16664.0,94316.0,94316.0,34.68%,41.28%,5.36%,1.01%,17.67%,3078.0
2020,3,Jujuy,32611.0,57682.0,11112.0,952.0,4371.0,106728.0,106728.0,30.56%,54.05%,10.41%,0.89%,4.10%,5057.0
2020,4,Jujuy,32850.0,52815.0,15639.0,1077.0,3470.0,105851.0,105851.0,31.03%,49.90%,14.77%,1.02%,3.28%,11112.0
2021,1,Jujuy,32254.0,54324.0,17322.0,2677.0,3879.0,110456.0,110456.0,29.20%,49.18%,15.68%,2.42%,3.51%,15639.0
2021,2,Jujuy,24738.0,60800.0,19611.0,2731.0,3968.0,111848.0,111848.0,22.12%,54.36%,17.53%,2.44%,3.55%,17322.0
2021,3,Jujuy,23554.0,60758.0,19926.0,2952.0,3968.0,111158.0,111158.0,21.19%,54.66%,17.93%,2.66%,3.57%,19611.0
2021,4,Jujuy,22330.0,60511.0,24156.0,2927.0,3991.0,113915.0,113915.0,19.60%,53.12%,21.21%,2.57%,3.50%,19926.0
2022,1,Jujuy,21307.0,60616.0,25949.0,4662.0,3975.0,116509.0,116509.0,18.29%,52.03%,22.27%,4.00%,3.41%,24156.0
2022,2,Jujuy,20303.0,54495.0,34184.0,3955.0,2377.0,115314.0,115314.0,17.61%,47.26%,29.64%,3.43%,2.06%,25949.0
2022,3,Jujuy,19257.0,52978.0,40172.0,4033.0,2383.0,118823.0,118823.0,16.21%,44.59%,33.81%,3.39%,2.01%,34184.0
2022,4,Jujuy,17880.0,52390.0,42626.0,4067.0,1255.0,118218.0,118218.0,15.12%,44.32%,36.06%,3.44%,1.06%,40172.0
2023,1,Jujuy,15306.0,51082.0,46271.0,4067.0,1255.0,117981.0,117981.0,12.97%,43.30%,39.22%,3.45%,1.06%,42626.0
2023,2,Jujuy,13749.0,51082.0,47289.0,4067.0,1255.0,117442.0,117442.0,11.71%,43.50%,40.27%,3.46%,1.07%,46271.0
2023,3,Jujuy,12627.0,51082.0,48350.0,4067.0,1251.0,117377.0,117377.0,10.76%,43.52%,41.19%,3.46%,1.07%,47289.0
2023,4,Jujuy,11669.0,51083.0,49947.0,4105.0,1216.0,118020.0,118020.0,9.89%,43.28%,42.32%,3.48%,1.03%,48350.0
2014,1,La Pampa,15826.0,31305.0,513.0,5848.0,701.0,54193.0,54193.0,29.20%,57.77%,0.95%,10.79%,1.29%,
2014,2,La Pampa,15957.0,32600.0,513.0,5869.0,689.0,55628.0,55628.0,28.69%,58.60%,0.92%,10.55%,1.24%,513.0
2014,3,La Pampa,16051.0,33940.0,538.0,11219.0,677.0,62425.0,62425.0,25.71%,54.37%,0.86%,17.97%,1.08%,513.0
2014,4,La Pampa,16043.0,34281.0,514.0,5894.0,648.0,57380.0,57380.0,27.96%,59.74%,0.90%,10.27%,1.13%,538.0
2015,1,La Pampa,13143.0,39571.0,3215.0,6164.0,604.0,62697.0,62697.0,20.96%,63.11%,5.13%,9.83%,0.96%,514.0
2015,2,La Pampa,12756.0,40825.0,3719.0,6190.0,562.0,64052.0,64052.0,19.92%,63.74%,5.81%,9.66%,0.88%,3215.0
2015,3,La Pampa,12755.0,41886.0,4078.0,6195.0,557.0,65471.0,65471.0,19.48%,63.98%,6.23%,9.46%,0.85%,3719.0
2015,4,La Pampa,12755.0,42705.0,4327.0,6205.0,374.0,66366.0,66366.0,19.22%,64.35%,6.52%,9.35%,0.56%,4078.0
2016,1,La Pampa,12754.0,41881.0,4536.0,6209.0,549.0,65929.0,65929.0,19.35%,63.52%,6.88%,9.42%,0.83%,4327.0
2016,2,La Pampa,12754.0,44654.0,4708.0,6225.0,547.0,68888.0,68888.0,18.51%,64.82%,6.83%,9.04%,0.79%,4536.0
2016,3,La Pampa,12751.0,45952.0,4910.0,6236.0,515.0,70364.0,70364.0,18.12%,65.31%,6.98%,8.86%,0.73%,4708.0
2016,4,La Pampa,12754.0,47245.0,5054.0,6253.0,522.0,71828.0,71828.0,17.76%,65.78%,7.04%,8.71%,0.73%,4910.0
2017,1,La Pampa,12754.0,47195.0,5194.0,6253.0,517.0,71913.0,71913.0,17.74%,65.63%,7.22%,8.70%,0.72%,5054.0
2017,2,La Pampa,12754.0,48310.0,5194.0,6253.0,511.0,73022.0,73022.0,17.47%,66.16%,7.11%,8.56%,0.70%,5194.0
2017,3,La Pampa,11378.0,49679.0,5153.0,11536.0,1944.0,79690.0,79690.0,14.28%,62.34%,6.47%,14.48%,2.44%,5194.0
2017,4,La Pampa,10808.0,50495.0,8272.0,10569.0,1927.0,82071.0,82071.0,13.17%,61.53%,10.08%,12.88%,2.35%,5153.0
2018,1,La Pampa,10807.0,51389.0,8386.0,10556.0,1926.0,83064.0,83064.0,13.01%,61.87%,10.10%,12.71%,2.32%,8272.0
2018,2,La Pampa,12416.0,53587.0,8420.0,7011.0,987.0,82421.0,82421.0,15.06%,65.02%,10.22%,8.51%,1.20%,8386.0
2018,3,La Pampa,12415.0,54574.0,8437.0,7011.0,987.0,83424.0,83424.0,14.88%,65.42%,10.11%,8.40%,1.18%,8420.0
2018,4,La Pampa,18832.0,55337.0,2685.0,7772.0,1010.0,85636.0,85636.0,21.99%,64.62%,3.14%,9.08%,1.18%,8437.0
2019,1,La Pampa,18832.0,57373.0,2891.0,9023.0,1041.0,89160.0,89160.0,21.12%,64.35%,3.24%,10.12%,1.17%,2685.0
2019,2,La Pampa,19471.0,52101.0,4840.0,10789.0,3004.0,90205.0,90205.0,21.59%,57.76%,5.37%,11.96%,3.33%,2891.0
2019,3,La Pampa,19469.0,52941.0,4994.0,11462.0,1962.0,90828.0,90828.0,21.44%,58.29%,5.50%,12.62%,2.16%,4840.0
2019,4,La Pampa,15457.0,56854.0,4942.0,11341.0,1805.0,90399.0,90399.0,17.10%,62.89%,5.47%,12.55%,2.00%,4994.0
2020,1,La Pampa,8553.0,53755.0,13821.0,11295.0,1802.0,89226.0,89226.0,9.59%,60.25%,15.49%,12.66%,2.02%,4942.0
2020,2,La Pampa,8551.0,54422.0,14232.0,11314.0,1290.0,89809.0,89809.0,9.52%,60.60%,15.85%,12.60%,1.44%,13821.0
2020,3,La Pampa,9015.0,56845.0,14677.0,11893.0,1305.0,93735.0,93735.0,9.62%,60.64%,15.66%,12.69%,1.39%,14232.0
2020,4,La Pampa,9009.0,58945.0,15432.0,12194.0,1315.0,96895.0,96895.0,9.30%,60.83%,15.93%,12.58%,1.36%,14677.0
2021,1,La Pampa,8946.0,58711.0,15779.0,12369.0,1300.0,97105.0,97105.0,9.21%,60.46%,16.25%,12.74%,1.34%,15432.0
2021,2,La Pampa,9017.0,57014.0,17132.0,13209.0,1295.0,97667.0,97667.0,9.23%,58.38%,17.54%,13.52%,1.33%,15779.0
2021,3,La Pampa,9015.0,57881.0,17817.0,14479.0,1295.0,100487.0,100487.0,8.97%,57.60%,17.73%,14.41%,1.29%,17132.0
2021,4,La Pampa,8175.0,58000.0,20192.0,19286.0,1354.0,107007.0,107007.0,7.64%,54.20%,18.87%,18.02%,1.27%,17817.0
2022,1,La Pampa,8003.0,58978.0,21739.0,19903.0,1109.0,109732.0,109732.0,7.29%,53.75%,19.81%,18.14%,1.01%,20192.0
2022,2,La Pampa,7796.0,59273.0,22994.0,20200.0,1264.0,111527.0,111527.0,6.99%,53.15%,20.62%,18.11%,1.13%,21739.0
2022,3,La Pampa,7796.0,60078.0,23551.0,20216.0,4451.0,116092.0,116092.0,6.72%,51.75%,20.29%,17.41%,3.83%,22994.0
2022,4,La Pampa,7785.0,60566.0,24552.0,19995.0,1266.0,114164.0,114164.0,6.82%,53.05%,21.51%,17.51%,1.11%,23551.0
2023,1,La Pampa,7049.0,59944.0,28126.0,20103.0,1282.0,116504.0,116504.0,6.05%,51.45%,24.14%,17.26%,1.10%,24552.0
2023,2,La Pampa,7254.0,59101.0,31449.0,19993.0,1113.0,118910.0,118910.0,6.10%,49.70%,26.45%,16.81%,0.94%,28126.0
2023,3,La Pampa,6844.0,59063.0,32891.0,20014.0,1109.0,119921.0,119921.0,5.71%,49.25%,27.43%,16.69%,0.92%,31449.0
2023,4,La Pampa,6844.0,59063.0,34331.0,19982.0,1106.0,121326.0,121326.0,5.64%,48.68%,28.30%,16.47%,0.91%,32891.0
2014,1,La Rioja,15663.0,0.0,14.0,0.0,34.0,15711.0,15711.0,99.69%,0.00%,0.09%,0.00%,0.22%,
2014,2,La Rioja,15864.0,0.0,14.0,0.0,34.0,15912.0,15912.0,99.70%,0.00%,0.09%,0.00%,0.21%,14.0
2014,3,La Rioja,15864.0,0.0,14.0,1.0,37.0,15916.0,15916.0,99.67%,0.00%,0.09%,0.01%,0.23%,14.0
2014,4,La Rioja,16352.0,0.0,17.0,0.0,33.0,16402.0,16402.0,99.70%,0.00%,0.10%,0.00%,0.20%,14.0
2015,1,La Rioja,16282.0,0.0,16.0,2.0,33.0,16333.0,16333.0,99.69%,0.00%,0.10%,0.01%,0.20%,17.0
2015,2,La Rioja,16463.0,0.0,16.0,2.0,28.0,16509.0,16509.0,99.72%,0.00%,0.10%,0.01%,0.17%,16.0
2015,3,La Rioja,16725.0,0.0,16.0,2.0,28.0,16771.0,16771.0,99.73%,0.00%,0.10%,0.01%,0.17%,16.0
2015,4,La Rioja,16886.0,0.0,16.0,2.0,28.0,16932.0,16932.0,99.73%,0.00%,0.09%,0.01%,0.17%,16.0
2016,1,La Rioja,16645.0,0.0,16.0,2.0,28.0,16691.0,16691.0,99.72%,0.00%,0.10%,0.01%,0.17%,16.0
2016,2,La Rioja,16691.0,0.0,15.0,2.0,28.0,16736.0,16736.0,99.73%,0.00%,0.09%,0.01%,0.17%,16.0
2016,3,La Rioja,16891.0,0.0,15.0,2.0,22.0,16930.0,16930.0,99.77%,0.00%,0.09%,0.01%,0.13%,15.0
2016,4,La Rioja,16270.0,0.0,16.0,2.0,28.0,16316.0,16316.0,99.72%,0.00%,0.10%,0.01%,0.17%,15.0
2017,1,La Rioja,16180.0,0.0,15.0,2.0,28.0,16225.0,16225.0,99.72%,0.00%,0.09%,0.01%,0.17%,16.0
2017,2,La Rioja,16244.0,0.0,15.0,2.0,28.0,16289.0,16289.0,99.72%,0.00%,0.09%,0.01%,0.17%,15.0
2017,3,La Rioja,16638.0,34984.0,14.0,252.0,25.0,51913.0,51913.0,32.05%,67.39%,0.03%,0.49%,0.05%,15.0
2017,4,La Rioja,16912.0,34984.0,14.0,253.0,31.0,52194.0,52194.0,32.40%,67.03%,0.03%,0.48%,0.06%,14.0
2018,1,La Rioja,16960.0,34984.0,13.0,253.0,35.0,52245.0,52245.0,32.46%,66.96%,0.02%,0.48%,0.07%,14.0
2018,2,La Rioja,16663.0,34984.0,13.0,253.0,35.0,51948.0,51948.0,32.08%,67.34%,0.03%,0.49%,0.07%,13.0
2018,3,La Rioja,16587.0,34984.0,13.0,253.0,35.0,51872.0,51872.0,31.98%,67.44%,0.03%,0.49%,0.07%,13.0
2018,4,La Rioja,16367.0,34984.0,12.0,252.0,36.0,51651.0,51651.0,31.69%,67.73%,0.02%,0.49%,0.07%,13.0
2019,1,La Rioja,16367.0,34984.0,12.0,252.0,41.0,51656.0,51656.0,31.68%,67.72%,0.02%,0.49%,0.08%,12.0
2019,2,La Rioja,15014.0,34984.0,11.0,251.0,41.0,50301.0,50301.0,29.85%,69.55%,0.02%,0.50%,0.08%,12.0
2019,3,La Rioja,14390.0,34984.0,11.0,251.0,41.0,49677.0,49677.0,28.97%,70.42%,0.02%,0.51%,0.08%,11.0
2019,4,La Rioja,13738.0,34984.0,0.0,251.0,29.0,49002.0,49002.0,28.04%,71.39%,0.00%,0.51%,0.06%,11.0
2020,1,La Rioja,13076.0,34984.0,0.0,251.0,29.0,48340.0,48340.0,27.05%,72.37%,0.00%,0.52%,0.06%,0.0
2020,2,La Rioja,16885.0,34984.0,1.0,250.0,35.0,52155.0,52155.0,32.37%,67.08%,0.00%,0.48%,0.07%,0.0
2020,3,La Rioja,17346.0,34984.0,1.0,250.0,35.0,52616.0,52616.0,32.97%,66.49%,0.00%,0.48%,0.07%,1.0
2020,4,La Rioja,17513.0,34984.0,1.0,250.0,30.0,52778.0,52778.0,33.18%,66.29%,0.00%,0.47%,0.06%,1.0
2021,1,La Rioja,17363.0,34984.0,1.0,250.0,30.0,52628.0,52628.0,32.99%,66.47%,0.00%,0.48%,0.06%,1.0
2021,2,La Rioja,11627.0,54255.0,9445.0,6245.0,30.0,81602.0,81602.0,14.25%,66.49%,11.57%,7.65%,0.04%,1.0
2021,3,La Rioja,11329.0,54744.0,9444.0,6613.0,30.0,82160.0,82160.0,13.79%,66.63%,11.49%,8.05%,0.04%,9445.0
2021,4,La Rioja,10387.0,56651.0,9446.0,6613.0,31.0,83128.0,83128.0,12.50%,68.15%,11.36%,7.96%,0.04%,9444.0
2022,1,La Rioja,9103.0,59228.0,9546.0,6395.0,31.0,84303.0,84303.0,10.80%,70.26%,11.32%,7.59%,0.04%,9446.0
2022,2,La Rioja,7759.0,52656.0,19189.0,6395.0,31.0,86030.0,86030.0,9.02%,61.21%,22.31%,7.43%,0.04%,9546.0
2022,3,La Rioja,6842.0,53899.0,19697.0,6395.0,31.0,86864.0,86864.0,7.88%,62.05%,22.68%,7.36%,0.04%,19189.0
2022,4,La Rioja,6120.0,54387.0,19328.0,6395.0,32.0,86262.0,86262.0,7.09%,63.05%,22.41%,7.41%,0.04%,19697.0
2023,1,La Rioja,4652.0,54604.0,20722.0,6395.0,32.0,86405.0,86405.0,5.38%,63.20%,23.98%,7.40%,0.04%,19328.0
2023,2,La Rioja,4152.0,55148.0,21245.0,6395.0,32.0,86972.0,86972.0,4.77%,63.41%,24.43%,7.35%,0.04%,20722.0
2023,3,La Rioja,3726.0,55494.0,22054.0,6395.0,32.0,87701.0,87701.0,4.25%,63.28%,25.15%,7.29%,0.04%,21245.0
2023,4,La Rioja,3296.0,55441.0,22559.0,6395.0,30.0,87721.0,87721.0,3.76%,63.20%,25.72%,7.29%,0.03%,22054.0
2014,1,Mendoza,148970.0,12076.0,2480.0,37.0,2282.0,165845.0,165845.0,89.82%,7.28%,1.50%,0.02%,1.38%,
2014,2,Mendoza,148979.0,13030.0,2480.0,36.0,2282.0,166807.0,166807.0,89.31%,7.81%,1.49%,0.02%,1.37%,2480.0
2014,3,Mendoza,150120.0,13030.0,2512.0,40.0,2222.0,167924.0,167924.0,89.40%,7.76%,1.50%,0.02%,1.32%,2480.0
2014,4,Mendoza,151797.0,13030.0,2534.0,31.0,2222.0,169614.0,169614.0,89.50%,7.68%,1.49%,0.02%,1.31%,2512.0
2015,1,Mendoza,152433.0,13030.0,2542.0,29.0,2126.0,170160.0,170160.0,89.58%,7.66%,1.49%,0.02%,1.25%,2534.0
2015,2,Mendoza,153301.0,13030.0,2572.0,38.0,1882.0,170823.0,170823.0,89.74%,7.63%,1.51%,0.02%,1.10%,2542.0
2015,3,Mendoza,153299.0,13030.0,2572.0,42.0,1880.0,170823.0,170823.0,89.74%,7.63%,1.51%,0.02%,1.10%,2572.0
2015,4,Mendoza,153293.0,13030.0,2572.0,38.0,1874.0,170807.0,170807.0,89.75%,7.63%,1.51%,0.02%,1.10%,2572.0
2016,1,Mendoza,153299.0,13030.0,2576.0,34.0,1871.0,170810.0,170810.0,89.75%,7.63%,1.51%,0.02%,1.10%,2572.0
2016,2,Mendoza,153321.0,13030.0,2576.0,29.0,1868.0,170824.0,170824.0,89.75%,7.63%,1.51%,0.02%,1.09%,2576.0
2016,3,Mendoza,153233.0,13030.0,2576.0,28.0,1757.0,170624.0,170624.0,89.81%,7.64%,1.51%,0.02%,1.03%,2576.0
2016,4,Mendoza,153320.0,13030.0,2579.0,27.0,1769.0,170725.0,170725.0,89.81%,7.63%,1.51%,0.02%,1.04%,2576.0
2017,1,Mendoza,153326.0,13030.0,2581.0,27.0,1769.0,170733.0,170733.0,89.80%,7.63%,1.51%,0.02%,1.04%,2579.0
2017,2,Mendoza,153331.0,13030.0,2581.0,27.0,1784.0,170753.0,170753.0,89.80%,7.63%,1.51%,0.02%,1.04%,2581.0
2017,3,Mendoza,154036.0,33788.0,2772.0,29.0,1866.0,192491.0,192491.0,80.02%,17.55%,1.44%,0.02%,0.97%,2581.0
2017,4,Mendoza,152896.0,16114.0,3015.0,6206.0,1920.0,180151.0,180151.0,84.87%,8.94%,1.67%,3.44%,1.07%,2772.0
2018,1,Mendoza,152931.0,36872.0,3086.0,6206.0,1852.0,200947.0,200947.0,76.11%,18.35%,1.54%,3.09%,0.92%,3015.0
2018,2,Mendoza,152938.0,36872.0,3084.0,6206.0,1852.0,200952.0,200952.0,76.11%,18.35%,1.53%,3.09%,0.92%,3086.0
2018,3,Mendoza,151033.0,40205.0,5744.0,8195.0,1852.0,207029.0,207029.0,72.95%,19.42%,2.77%,3.96%,0.89%,3084.0
2018,4,Mendoza,148524.0,40205.0,5665.0,10363.0,1547.0,206304.0,206304.0,71.99%,19.49%,2.75%,5.02%,0.75%,5744.0
2019,1,Mendoza,148524.0,40205.0,5662.0,10363.0,1544.0,206298.0,206298.0,71.99%,19.49%,2.74%,5.02%,0.75%,5665.0
2019,2,Mendoza,148673.0,54027.0,6865.0,12748.0,1544.0,223857.0,223857.0,66.41%,24.13%,3.07%,5.69%,0.69%,5662.0
2019,3,Mendoza,148640.0,54312.0,6865.0,12975.0,1545.0,224337.0,224337.0,66.26%,24.21%,3.06%,5.78%,0.69%,6865.0
2019,4,Mendoza,96678.0,49711.0,24989.0,13672.0,730.0,185780.0,185780.0,52.04%,26.76%,13.45%,7.36%,0.39%,6865.0
2020,1,Mendoza,91955.0,50251.0,28059.0,12465.0,722.0,183452.0,183452.0,50.12%,27.39%,15.30%,6.79%,0.39%,24989.0
2020,2,Mendoza,91904.0,62941.0,29613.0,15924.0,802.0,201184.0,201184.0,45.68%,31.29%,14.72%,7.92%,0.40%,28059.0
2020,3,Mendoza,91908.0,64672.0,32817.0,17523.0,868.0,207788.0,207788.0,44.23%,31.12%,15.79%,8.43%,0.42%,29613.0
2020,4,Mendoza,91842.0,68364.0,36083.0,18331.0,833.0,215453.0,215453.0,42.63%,31.73%,16.75%,8.51%,0.39%,32817.0
2021,1,Mendoza,91844.0,69295.0,38619.0,18332.0,833.0,218923.0,218923.0,41.95%,31.65%,17.64%,8.37%,0.38%,36083.0
2021,2,Mendoza,91503.0,70834.0,44696.0,21811.0,827.0,229671.0,229671.0,39.84%,30.84%,19.46%,9.50%,0.36%,38619.0
2021,3,Mendoza,91474.0,71247.0,70579.0,21811.0,828.0,255939.0,255939.0,35.74%,27.84%,27.58%,8.52%,0.32%,44696.0
2021,4,Mendoza,59842.0,71553.0,109667.0,24666.0,1859.0,267587.0,267587.0,22.36%,26.74%,40.98%,9.22%,0.69%,70579.0
2022,1,Mendoza,49464.0,74145.0,123228.0,26969.0,1379.0,275185.0,275185.0,17.97%,26.94%,44.78%,9.80%,0.50%,109667.0
2022,2,Mendoza,37663.0,77504.0,135504.0,26964.0,1927.0,279562.0,279562.0,13.47%,27.72%,48.47%,9.65%,0.69%,123228.0
2022,3,Mendoza,37659.0,78858.0,142615.0,27625.0,2766.0,289523.0,289523.0,13.01%,27.24%,49.26%,9.54%,0.96%,135504.0
2022,4,Mendoza,37655.0,77814.0,147080.0,27607.0,1948.0,292104.0,292104.0,12.89%,26.64%,50.35%,9.45%,0.67%,142615.0
2023,1,Mendoza,37646.0,73678.0,152534.0,27592.0,1569.0,293019.0,293019.0,12.85%,25.14%,52.06%,9.42%,0.54%,147080.0
2023,2,Mendoza,25299.0,71931.0,171857.0,27609.0,980.0,297676.0,297676.0,8.50%,24.16%,57.73%,9.27%,0.33%,152534.0
2023,3,Mendoza,17677.0,73066.0,178719.0,27609.0,951.0,298022.0,298022.0,5.93%,24.52%,59.97%,9.26%,0.32%,171857.0
2023,4,Mendoza,17676.0,70920.0,182220.0,27609.0,926.0,299351.0,299351.0,5.90%,23.69%,60.87%,9.22%,0.31%,178719.0
2014,1,Misiones,56597.0,17191.0,4.0,150.0,8.0,73950.0,73950.0,76.53%,23.25%,0.01%,0.20%,0.01%,
2014,2,Misiones,56933.0,17594.0,4.0,150.0,8.0,74689.0,74689.0,76.23%,23.56%,0.01%,0.20%,0.01%,4.0
2014,3,Misiones,56933.0,18373.0,4.0,3.0,14.0,75327.0,75327.0,75.58%,24.39%,0.01%,0.00%,0.02%,4.0
2014,4,Misiones,58435.0,18613.0,16.0,150.0,15.0,77229.0,77229.0,75.66%,24.10%,0.02%,0.19%,0.02%,4.0
2015,1,Misiones,58262.0,26836.0,30.0,5.0,13.0,85146.0,85146.0,68.43%,31.52%,0.04%,0.01%,0.02%,16.0
2015,2,Misiones,59179.0,29283.0,37.0,5.0,15.0,88519.0,88519.0,66.85%,33.08%,0.04%,0.01%,0.02%,30.0
2015,3,Misiones,59921.0,31635.0,46.0,5.0,15.0,91622.0,91622.0,65.40%,34.53%,0.05%,0.01%,0.02%,37.0
2015,4,Misiones,60252.0,32533.0,48.0,5.0,15.0,92853.0,92853.0,64.89%,35.04%,0.05%,0.01%,0.02%,46.0
2016,1,Misiones,59538.0,33330.0,70.0,5.0,15.0,92958.0,92958.0,64.05%,35.85%,0.08%,0.01%,0.02%,48.0
2016,2,Misiones,59573.0,36145.0,77.0,5.0,15.0,95815.0,95815.0,62.18%,37.72%,0.08%,0.01%,0.02%,70.0
2016,3,Misiones,59776.0,38130.0,79.0,5.0,7.0,97997.0,97997.0,61.00%,38.91%,0.08%,0.01%,0.01%,77.0
2016,4,Misiones,57983.0,39294.0,100.0,5.0,8.0,97390.0,97390.0,59.54%,40.35%,0.10%,0.01%,0.01%,79.0
2017,1,Misiones,57363.0,40142.0,101.0,5.0,8.0,97619.0,97619.0,58.76%,41.12%,0.10%,0.01%,0.01%,100.0
2017,2,Misiones,56752.0,42925.0,103.0,5.0,9.0,99794.0,99794.0,56.87%,43.01%,0.10%,0.01%,0.01%,101.0
2017,3,Misiones,56472.0,43880.0,110.0,5.0,9.0,100476.0,100476.0,56.20%,43.67%,0.11%,0.00%,0.01%,103.0
2017,4,Misiones,56271.0,47470.0,95.0,5.0,54.0,103895.0,103895.0,54.16%,45.69%,0.09%,0.00%,0.05%,110.0
2018,1,Misiones,56311.0,46880.0,328.0,5.0,56.0,103580.0,103580.0,54.36%,45.26%,0.32%,0.00%,0.05%,95.0
2018,2,Misiones,57265.0,47923.0,512.0,391.0,56.0,106147.0,106147.0,53.95%,45.15%,0.48%,0.37%,0.05%,328.0
2018,3,Misiones,56290.0,50793.0,512.0,391.0,56.0,108042.0,108042.0,52.10%,47.01%,0.47%,0.36%,0.05%,512.0
2018,4,Misiones,55500.0,53673.0,465.0,426.0,6209.0,116273.0,116273.0,47.73%,46.16%,0.40%,0.37%,5.34%,512.0
2019,1,Misiones,54898.0,59214.0,465.0,426.0,7717.0,122720.0,122720.0,44.73%,48.25%,0.38%,0.35%,6.29%,465.0
2019,2,Misiones,55373.0,64272.0,543.0,421.0,12269.0,132878.0,132878.0,41.67%,48.37%,0.41%,0.32%,9.23%,465.0
2019,3,Misiones,54493.0,65872.0,829.0,419.0,12270.0,133883.0,133883.0,40.70%,49.20%,0.62%,0.31%,9.16%,543.0
2019,4,Misiones,53116.0,69676.0,847.0,441.0,11733.0,135813.0,135813.0,39.11%,51.30%,0.62%,0.32%,8.64%,829.0
2020,1,Misiones,51458.0,69452.0,1220.0,460.0,10962.0,133552.0,133552.0,38.53%,52.00%,0.91%,0.34%,8.21%,847.0
2020,2,Misiones,50792.0,74497.0,2579.0,3319.0,9153.0,140340.0,140340.0,36.19%,53.08%,1.84%,2.36%,6.52%,1220.0
2020,3,Misiones,50195.0,77989.0,2572.0,3445.0,8985.0,143186.0,143186.0,35.06%,54.47%,1.80%,2.41%,6.28%,2579.0
2020,4,Misiones,49462.0,79855.0,6589.0,4359.0,6896.0,147161.0,147161.0,33.61%,54.26%,4.48%,2.96%,4.69%,2572.0
2021,1,Misiones,48292.0,82339.0,7064.0,4796.0,6896.0,149387.0,149387.0,32.33%,55.12%,4.73%,3.21%,4.62%,6589.0
2021,2,Misiones,44960.0,87861.0,10376.0,5317.0,7662.0,156176.0,156176.0,28.79%,56.26%,6.64%,3.40%,4.91%,7064.0
2021,3,Misiones,43230.0,89469.0,10969.0,7198.0,7662.0,158528.0,158528.0,27.27%,56.44%,6.92%,4.54%,4.83%,10376.0
